label,scale0_kurtosis,scale0_mean,scale0_skewness,scale0_std,scale1_kurtosis,scale1_mean,scale1_skewness,scale1_std,scale2_kurtosis,scale2_mean,scale2_skewness,scale2_std,scale3_kurtosis,scale3_mean,scale3_skewness,scale3_std,scale4_mean,scale4_std,scale5_mean,scale5_std,scale6_mean,scale6_std,scale7_mean,scale7_std,scale8_mean,signal_mean
2,-0.26090601761920157,0.4100237863196447,0.12800036033102422,0.41339256255565215,-0.27483710569798381,0.74174302824478455,0.29883539207593074,0.74655105818563428,-0.29078821314238468,0.98819089809298677,0.58786507636268237,0.98939843352484735,-0.33846246727124324,0.46508428814291469,0.78080320940574122,0.45763791626473455,0.29917576452123262,0.28805148617706922,0.28274511288108461,0.26565102482747838,0.18195085253773746,0.13416298564771137,0.060899203959119533,0.035440807264889594,0.037013865228909162,0.00020361609827711916
1,-0.17614405738380096,0.27129803758530047,0.27421536932733426,0.28630390542628281,-0.19410502497235971,0.49859458973392107,0.44637315029727037,0.5253254712577613,-0.26852007993717786,0.72850286882395154,0.60055218797592547,0.76396761235502575,-0.36693097501574218,0.63855375166573924,0.73931507228576032,0.66196213555090211,0.70251310396775424,0.723702885664392,0.884085200273108,0.8821704010038367,0.61835546234331074,0.49170076321974576,0.20452440399484537,0.1349459990454033,0.12277424748857779,0.00017180172997093021
