scale0_kurtosis,scale0_mean,scale0_skewness,scale0_std,scale1_kurtosis,scale1_mean,scale1_skewness,scale1_std,scale2_kurtosis,scale2_mean,scale2_skewness,scale2_std,scale3_kurtosis,scale3_mean,scale3_skewness,scale3_std,scale4_mean,scale4_std,scale5_mean,scale5_std,scale6_mean,scale6_std,scale7_mean,scale7_std,scale8_mean,signal_mean,label
-0.548108697,0.361645848,0.266264498,0.668681741,-0.768865943,0.545683563,0.181565553,1,-0.0130524337,0.335829973,0.204273731,0.606272519,-1,0.0955498293,1,0.174482763,0.0870872065,0.147341132,0.175001219,0.243328318,0.238402799,0.341103852,0.478138208,0.46449858,1,0.00279301405,1
-0.703740895,0.66748637,0.642297089,0.687839806,-0.970713317,1,0.916410327,1,-0.783501744,0.697396338,0.174271941,0.71607542,1,0.18526943,1,0.17909582,0.168915808,0.167166278,0.172358677,0.179262176,0.282407552,0.278849602,0.359349549,0.304739237,0.745104671,0.00353813171,1
-0.131078169,0.341562331,0.721821249,0.704337656,-0.308760256,0.489058375,0.635689914,1,-1,0.283702075,0.307138532,0.558199525,-0.11898876,0.116930418,1,0.218118042,0.107935131,0.191489771,0.118933082,0.237482786,0.232584149,0.405878186,0.435720801,0.715670943,0.0609727092,0.0142861009,1
-0.628741026,0.384748578,0.0936295688,0.691585302,-0.441135645,0.549084902,0.177554458,1,-1,0.321406394,0.00237691216,0.550003946,-0.661759019,0.141732901,1,0.257916421,0.0998312384,0.156161562,0.140281379,0.139815599,0.267595291,0.310046583,0.436828345,0.460808635,1,0.00804013014,1
-0.735942364,0.449073046,0.356863111,0.675518274,-0.925760627,0.674485028,0.21462898,1,-1,0.381170452,0.000993259018,0.577382505,-0.809101105,0.153449491,1,0.22033067,0.119450085,0.172367886,0.0529905818,0.0887413695,0.204900756,0.258273423,0.0885292888,0.109358996,0.103229657,0.0123909712,1
-0.117560789,0.244934708,0.108917885,0.686481297,0.110573947,0.356465101,0.169327959,1,-0.427171886,0.242147624,0.126063794,0.643065512,1,0.0986753479,1,0.21925661,0.0925844759,0.214525849,0.114677608,0.288989097,0.26887545,0.636515856,0.402138859,0.89803201,0.375442326,0.015226841,1
0.60973078,0.257861406,1,0.670337856,1,0.380843818,0.999281049,1,0.353114665,0.232262731,0.239145309,0.588100791,-0.292623401,0.0845014602,0.0756296813,0.184453487,0.0784310997,0.168183327,0.113959759,0.183301628,0.214530647,0.297932863,0.401882827,0.685024619,0.997478366,0.0258827806,1
0.204991624,0.240743443,0.520379543,0.661788762,-0.1564226,0.362028301,0.336382061,1,-0.990628541,0.21226415,1,0.585197628,-1,0.082828939,0.00509786373,0.189956769,0.0687406063,0.141007811,0.100736767,0.128231451,0.287193179,0.282387137,0.427711219,0.169338003,1,0.0225734711,1
-0.647983015,0.289087951,0.412775308,0.666704774,-0.991511106,0.438457847,0.81911701,1,-0.74238646,0.233112618,0.962376654,0.545671463,-1,0.0838895738,1,0.185321689,0.0889357626,0.186896339,0.108159341,0.170978904,0.160717145,0.171608299,0.291784585,0.11983633,0.668099523,0.0178594589,1
-1,0.177739874,0.173531726,0.681453824,-0.496112198,0.261964083,0.0445238352,1,0.752350688,0.167313516,0.321505457,0.624416292,0.467358768,0.0833199322,1,0.254728705,0.0714491606,0.21997875,0.130730182,0.363847882,0.149568051,0.347076237,0.370221108,0.503759563,0.608449757,0.0196426511,1
-0.0620420203,0.303949416,0.787683606,0.682817459,0.106954597,0.444107741,1,1,-0.37576279,0.231282264,0.551793993,0.497359812,-1,0.0939366668,0.212259695,0.193666488,0.0722032115,0.156732157,0.113234356,0.183909252,0.20888187,0.261229724,0.381285161,0.371085405,1,0.0118376017,1
-0.398426831,0.279871941,0.802659154,0.660565794,-0.0500713252,0.410339892,1,1,0.30637455,0.23687759,0.593059599,0.579270363,-1,0.0930181891,0.308094949,0.208564639,0.0864655003,0.188071504,0.103943869,0.144508794,0.272188544,0.238689676,0.463919342,0.372617334,1,0.0110957623,1
-0.354300767,0.280258507,1,0.671025515,-0.427345753,0.419493109,0.942594588,1,-1,0.232561991,0.000473120657,0.540682375,-0.494221509,0.0939629748,0.623666167,0.198286399,0.111897536,0.236786783,0.0599039011,0.1500604,0.182889625,0.374997497,0.370705038,0.718815267,0.044373516,0.0172553658,1
0.434803158,0.25571239,0.307090461,0.674653888,0.852004528,0.37977922,0.427149802,1,0.884699881,0.218563229,0.933003187,0.599707663,-1,0.0869956687,1,0.220056683,0.0778218135,0.193023905,0.11389336,0.179675132,0.274428755,0.246548817,0.519471407,0.257056594,1,0.00779730082,1
0.254390538,0.31282711,1,0.650600612,-0.0575300865,0.484122574,0.824766278,1,0.47850889,0.261156976,0.842824876,0.556280732,1,0.103812456,0.827328384,0.212723419,0.0912156329,0.164333582,0.0922668502,0.179615855,0.155482605,0.119669229,0.280862898,0.0516417399,0.616861403,0.0133813024,1
-0.267232716,0.636707485,0.717095077,0.659721792,0.0446280092,0.973153651,0.591106415,1,-0.196932927,0.516187906,0.769970059,0.547873318,-1,0.267005533,1,0.245502561,0.203015611,0.155016512,0.198129684,0.180808485,0.383584857,0.233853891,0.67857939,0.419410855,1,0.000406682491,1
-0.113407947,0.251194656,0.065370284,0.700447202,-0.440471947,0.373346031,0.0474872068,1,-0.0812675953,0.195982859,0.0861313567,0.548326135,1,0.0828721002,1,0.224529475,0.0609396882,0.184716374,0.123397022,0.297164559,0.18424423,0.468030751,0.408855647,0.897368431,0.24651663,0.0219151378,1
-0.440106153,0.471065521,0.145414367,0.664230227,-0.274656713,0.699935436,0.172044948,1,-1,0.474595338,1,0.650306344,-0.951786339,0.143905431,0.106710382,0.206700921,0.142507717,0.167694524,0.206352502,0.263297379,0.297819912,0.414768755,0.571487784,0.653185546,0.799031079,0.0100640655,1
0.297375113,0.649133086,0.125690609,0.659770191,0.358364224,1,0.29313305,1,0.750433981,0.506213129,1,0.513526261,-1,0.291301638,0.367866665,0.265898764,0.173857257,0.172081113,0.295333743,0.26747185,0.601554215,0.509395182,0.827498972,0.651192188,0.0740075484,0.00106084347,1
-0.419412047,0.278721929,0.261297345,0.679442763,-0.49778536,0.414019048,0.72414422,1,-0.191388652,0.245501235,0.220012069,0.59653312,-1,0.0882936791,1,0.20348604,0.0654665679,0.146217108,0.099926725,0.167673349,0.154825419,0.285603464,0.307707697,0.602075636,0.382644683,0.0184659362,1
0.156939641,0.234602004,0.16810137,0.698940694,-0.0911005214,0.343227774,0.395271987,1,-1,0.194907635,1,0.545300186,-0.647682548,0.091034092,0.944471121,0.258630335,0.0726765022,0.155171394,0.156142011,0.265654325,0.274429053,0.210733846,0.507662058,0.318344027,1,0.00821679831,1
0.0526763722,0.184647933,1,0.681719124,0.502605021,0.265588671,0.648551404,1,-0.831280887,0.131927177,0.363366008,0.471744627,-1,0.0593572073,0.380773932,0.203268275,0.0418237224,0.136357918,0.0532921627,0.179792672,0.080329217,0.138639197,0.168548003,0.358246237,0.296134412,0.0237827301,1
-0.67990607,0.318099856,0.456949353,0.679532766,-0.737534165,0.48048833,0.385223418,1,0.348681837,0.214536726,1,0.487791657,-1,0.150455326,0.230260059,0.293003827,0.0889408365,0.15854302,0.142739281,0.188325927,0.214383945,0.211501271,0.521543801,0.662998676,1,0.00195777416,1
0.0734363198,0.153719768,0.569885015,0.694990098,0.0920373276,0.223298594,0.601547241,1,-0.433532715,0.109379321,0.947500288,0.481468916,-1,0.0682394281,1,0.283655167,0.0363118164,0.164279521,0.0558188073,0.226125479,0.0804030672,0.294795603,0.227970928,0.800549865,0.20102714,0.030616641,1
-0.692367792,0.303941965,0.40850684,0.679242492,-0.348135501,0.441721618,0.212640941,1,-0.15934056,0.23665297,0.425652266,0.542749345,1,0.0913217366,1,0.210488394,0.0907138214,0.156512693,0.156287149,0.116608851,0.282394886,0.237377778,0.506308794,0.384753585,1,0.00131130219,1
-0.969280541,0.304788709,0.199963793,0.673106253,-0.96315968,0.454006374,0.0613801517,1,1,0.228286326,0.288456708,0.546857178,0.210536942,0.120104149,1,0.264360875,0.0560843125,0.124635063,0.0572179593,0.127468392,0.0545146503,0.102751128,0.0921242759,0.0638406873,0.161750048,0.0191383362,1
0.503527582,0.318337321,0.237213135,0.681325138,0.758479357,0.459691465,0.232061297,1,0.981322706,0.249118954,0.365966409,0.533941865,-1,0.148931772,1,0.241745099,0.0853804946,0.134619132,0.113302782,0.0911316276,0.215374678,0.182625785,0.437152267,0.199518383,1,0.00799405575,1
-0.194668069,0.265648037,0.381507874,0.696246147,0.112452537,0.380691826,0.185029209,1,0.0688209683,0.18291837,0.50546068,0.500618935,-1,0.0939598829,1,0.238347307,0.0655688792,0.162760973,0.0929045454,0.238407105,0.162947163,0.348214984,0.381999522,0.806252837,0.119184859,0.0207842588,1
-0.7739411,0.350558758,0.121121079,0.687639594,-1,0.517257333,0.0149071962,1,-0.289736062,0.24613665,0.0517846756,0.495386153,0.807916522,0.131050453,1,0.249650851,0.131960407,0.219631419,0.128432319,0.173918486,0.306736916,0.333395928,0.521823108,0.714767337,1,0.010736227,1
0.630748153,0.308303922,0.173089415,0.696130395,1,0.43814373,0.00705841603,1,-0.205838531,0.230166599,0.362920791,0.521822035,-0.20197925,0.124514922,1,0.269390881,0.101260468,0.198555022,0.148352936,0.143680409,0.228926554,0.216282621,0.492763996,0.207293838,1,0.00447249413,1
-0.429282635,0.491731316,1,0.673086524,-0.673579693,0.745664716,0.890306175,1,-0.463407189,0.413568705,0.430249721,0.550071836,-1,0.205475017,0.6220842,0.263283014,0.140673682,0.187168792,0.146014735,0.202570304,0.205475017,0.270026743,0.350668699,0.392065763,0.472009152,0.0137934089,1
-0.530391455,0.561922252,1,0.674914181,-1,0.865791976,0.625116527,1,-0.238314942,0.441218793,0.0134570682,0.558511138,-0.853851914,0.172431663,0.13993521,0.193672895,0.15126954,0.173628718,0.102752738,0.112743355,0.219771355,0.219268501,0.446669281,0.440913975,0.427323967,0.00931721926,1
-0.646329343,0.600879014,0.0468143113,0.684814632,-0.594817519,0.881215453,0.20012714,1,-0.661401153,0.495612651,0.120522268,0.548225403,-1,0.242494509,1,0.259374857,0.184754103,0.194893345,0.215064034,0.185348794,0.160960823,0.169771969,0.318148077,0.05381101,1,0.00150364637,1
-0.199982092,0.693001926,0.3210904,0.676795006,-0.200888351,1,0.284850806,1,0.0166057684,0.610668004,0.205486938,0.598279893,1,0.269698977,1,0.258880377,0.218937397,0.216485277,0.162179187,0.160342842,0.145028785,0.122684561,0.475083947,0.372203708,0.346366048,0.00470113754,1
-0.252529442,0.42399478,0.0416526161,0.691427231,-0.137472764,0.613679409,0.623643398,1,-0.616593778,0.296406955,1,0.481137305,1,0.190951675,0.106072418,0.3033171,0.108930916,0.163201451,0.139479458,0.154787794,0.207039654,0.22073558,0.387331873,0.0769149661,1,0.0054962039,1
-0.0811390504,0.253157467,0.00494729448,0.688169301,0.158606589,0.355414599,0.310787201,0.980649829,-0.737503529,0.182222962,0.113703415,0.465940714,-1,0.0976644531,1,0.230948105,0.0743229985,0.20329529,0.146433666,0.337880194,0.219230443,0.473697215,0.466114998,1,0.555406213,0.0170273781,1
-0.488815665,0.31434983,0.0686463118,0.658931732,-0.405994594,0.474357069,0.435034156,1,0.124232657,0.20929496,1,0.443531364,-1,0.115155555,0.0767109096,0.230233565,0.0678207204,0.148198456,0.100101523,0.179331377,0.231216416,0.410168648,0.347885132,0.587843537,0.601087689,0.0184348822,1
-0.404894799,0.405103832,0.160617709,0.715452313,-0.702593446,0.57028836,0.227559432,1,-1,0.264748126,1,0.454851449,-0.844484746,0.135260165,0.815047383,0.232380703,0.0727049261,0.0918818265,0.138367206,0.0883488804,0.232862905,0.0818540305,0.544479132,0.105842113,1,0.00250208378,1
0.714338779,0.446680725,0.0114514455,0.674135149,0.300636977,0.669620037,0.286329657,1,1,0.351998657,0.15012984,0.531154752,-0.621490121,0.205983847,1,0.193579808,0.103747368,0.128059566,0.110798158,0.125996456,0.125981614,0.174028173,0.265766352,0.174504191,0.169013828,0.0127818584,1
-0.431425989,0.707329273,0.287851244,0.696679771,-0.172809586,1,0.409359068,1,-1,0.526315033,1,0.511919498,-0.957283199,0.270283401,0.372769237,0.179570913,0.188427582,0.182086706,0.125436619,0.133971706,0.167057231,0.135787249,0.249974206,0.200270817,0.0232126284,0.00218719244,1
-0.755239248,0.472548068,0.622844875,0.679237008,-0.814707935,0.686695933,1,1,-1,0.379256845,0.794554949,0.540899754,-0.0235380679,0.159698054,0.637713671,0.190082192,0.139416531,0.183505952,0.108294234,0.140120089,0.257794768,0.228821903,0.384194791,0.223810807,0.93122822,0.0126018524,1
-1,0.543948889,0.106902115,0.689146161,-0.806715488,0.790545881,0.0125844106,1,-0.441500992,0.45149827,0.153999478,0.568882406,-0.659310639,0.16009292,1,0.202192426,0.180766553,0.204585552,0.183530778,0.174973428,0.299883842,0.240531728,0.498768866,0.225278661,0.673565626,0.0102639198,1
-1,0.725007474,0.316165894,0.711845398,0.170596421,1,0.56124872,1,-0.565166593,0.477317423,1,0.473672777,-0.991304517,0.244679585,0.35405159,0.247201651,0.0938002989,0.0869232565,0.147660211,0.103009298,0.237943366,0.0972125232,0.332518637,0.010512081,0.842116237,0.00692665577,1
0.338770986,0.292956859,0.0833052248,0.674825609,-0.1204115,0.449319512,0.0117679983,1,0.0867494494,0.25654,0.0287535358,0.570012569,-1,0.130074546,1,0.280598521,0.0836609304,0.177410915,0.0606248751,0.122700296,0.078879863,0.150970504,0.0356794968,0.0310208425,0.0321092196,0.0153591037,1
0.266244829,0.526242197,0.166502237,0.691483378,-0.0879221037,0.766600013,0.0186386295,1,0.632875025,0.42737034,1,0.569077134,-1,0.212099448,0.389492393,0.263652653,0.15131098,0.155973837,0.116386093,0.112695761,0.179038599,0.136654601,0.35557887,0.365732521,0.882662475,0.00920909643,1
-0.280438006,0.295261443,0.325515211,0.67616266,-0.487742633,0.439385176,0.303441495,1,-1,0.270400673,0.291036665,0.593109608,-0.549384654,0.106546164,1,0.237936512,0.0946440473,0.175346375,0.0909524858,0.126645729,0.162314221,0.18219012,0.395633757,0.313986927,0.761213124,0.0187295675,1
0.72577554,0.27935341,0.338008553,0.691276789,0.0746311098,0.419422776,0.694882751,1,1,0.255779147,0.932571769,0.624107301,-0.864094675,0.108621925,1,0.250531673,0.081971094,0.177808076,0.0547361039,0.090377979,0.100235939,0.133529693,0.208526835,0.193104193,0.582222641,0.018366158,1
0.207031339,0.439776599,0.0188810825,0.665046513,0.271890312,0.652241409,0.000912659743,1,-0.209398359,0.329065531,0.281076878,0.502820492,1,0.124138057,1,0.187234133,0.144019082,0.204265773,0.192392603,0.247092098,0.284861207,0.383426875,0.540711045,0.651093364,0.490280241,0.0130955577,1
-0.00542997615,0.186714515,0.582543731,0.677375972,0.284831256,0.263406366,0.514300823,1,-1,0.169305652,1,0.567676604,-0.890824437,0.0830179378,0.655932784,0.27939111,0.0574589744,0.220653996,0.0890556052,0.258102953,0.186452329,0.41848579,0.262994379,0.762456357,0.715414941,0.0318277478,1
-0.139974102,0.171420187,0.246111944,0.695136607,-0.321546286,0.246003374,0.4557468,1,1,0.125086054,1,0.531583488,-0.471439004,0.0705563948,0.162083089,0.293144882,0.0635627434,0.252334327,0.0523388274,0.18941772,0.0970357433,0.315907389,0.199839592,0.66221112,0.429380924,0.0251930356,1
-0.474512339,0.178009436,0.312429905,0.687984765,-1,0.267878175,1,1,-0.615435719,0.14528355,0.13963379,0.553184271,-0.857963204,0.103443354,0.604529083,0.373722017,0.083807826,0.238052011,0.143326119,0.255441368,0.257204026,0.358342618,0.594525278,0.631222248,1,0.000510156155,1
-0.386736393,0.117478594,0.0396186374,0.708821714,-0.171690226,0.165641963,0.260352015,1,-0.35293141,0.0931220725,0.21874398,0.557871461,-1,0.0651706085,1,0.333569556,0.0587173104,0.309678137,0.0687985271,0.427130967,0.0947711244,0.507888317,0.150443181,0.738619149,0.0461350307,0.043373704,1
0.0414590053,0.278502762,0.66499114,0.677117467,-0.132990405,0.413978189,0.788798809,1,-0.602208376,0.240178466,1,0.570968032,-1,0.144032612,0.159278452,0.329221278,0.120290905,0.219025567,0.108860634,0.0879565328,0.191664964,0.119609073,0.441517591,0.0267883334,1,0.0163614154,1
-0.693724096,0.228067786,0.359187901,0.669983804,0.09453246,0.327868849,0.181080669,1,-0.546382487,0.201395079,0.201717705,0.616854906,-1,0.088902317,1,0.270826936,0.113359019,0.280615687,0.0895469785,0.131626397,0.184412375,0.269846231,0.361038506,0.425424308,0.697469234,0.0236696005,1
0.880803108,0.159998164,0.414510816,0.658525944,1,0.247892782,0.660577059,1,-0.856823921,0.138665542,0.204626456,0.552670836,-0.0922650993,0.0676674843,1,0.266106129,0.0675403401,0.24011369,0.0500504188,0.168906346,0.0929982066,0.288695037,0.126402825,0.298421651,0.290543884,0.0337522626,1
-0.248955756,0.212366894,0.0444535352,0.663795054,-0.453151822,0.323781133,0.264299214,1,-0.748446941,0.202939361,1,0.608259618,-1,0.111260228,0.315975547,0.327413946,0.122865878,0.283454537,0.174579769,0.309413493,0.305839121,0.285994649,0.491166502,0.137244195,1,0.00143563747,1
