label,scale1_kurtosis,scale1_mean,scale1_skewness,scale1_std,scale2_kurtosis,scale2_mean,scale2_skewness,scale2_std,scale3_kurtosis,scale3_mean,scale3_skewness,scale3_std,scale4_mean,scale4_std,scale5_mean,scale5_std,scale6_mean,scale6_std,scale7_mean,scale7_std,scale8_mean,signal_mean
1,-0.34202637874704078,0.74814253801026942,0.29117692745657114,0.75166369909303221,-0.35272235932601254,0.98070281507933965,0.59377855518987144,0.98310207586857767,-0.46449427696509693,0.50872554750983745,0.76893958896522485,0.49959650954355683,0.28305272600214343,0.26824389206363169,0.11170905873096487,0.10100098749720071,0.061326507445343993,0.049114594632524072,0.03181855757426099,0.016847767049760261,0.016359057198544674,1.5385763087911215E-05
2,-0.8171006916216832,0.47487469692011902,0.4146153730854904,0.48643085586913049,-0.86365692424476459,0.8297942892941923,0.38707934011405765,0.84395107940133973,-0.85310705147226196,0.97704639891307887,0.83066002312857701,0.97028858133210849,0.19331564689898217,0.19162747862435778,0.094675347906741841,0.090616470321036036,0.088390910042436266,0.074515732716571276,0.040331718452763232,0.027012268288698703,0.019622780902080555,0.0003362453690924828
